populations v2.0b, executed 2018-10-10 14:49:55
/home/tcavi/stacks-2.0b/populations -P 05-Stacks_MT/popmap1_LC_location -M ./bulltrout_location.txt -r 0.65 --ordered_export --vcf --genepop --structure --radpainter --phase --fastphase --plink --hzar --phylip --phylip_var --treemix --fstats --smooth --hwe -t 8
Locus/sample distributions will be written to '05-Stacks_MT/popmap1_LC_location/populations.log.distribs'.
populations parameters selected:
  Percent samples limit per population: 0.65
  Locus Population limit: 1
  Log liklihood filtering: off; threshold: 0
  Minor allele frequency cutoff: 0
  Maximum observed heterozygosity cutoff: 1
  Applying Fst correction: none.
  Pi/Fis kernel smoothing: on
  Fstats kernel smoothing: on
  Bootstrap resampling: off

Parsing population map...
The population map contained 30 samples, 3 population(s), 1 group(s).
Working on 30 samples.
Working on 3 population(s):
    lc: G03, G04, G05, G06, G07, G08, G09, G10, G11, G12, G13, G14, G15, G16, G23, G24
    fl: R05, Y01, Y02, Y03
    pl: PL01, PL02, PL03, PL04, PL05, PL06, PL07, PL08, PL09, PL10
Working on 1 group(s) of populations:
    defaultgrp: lc, fl, pl

SNPs and calls will be written in VCF format to '05-Stacks_MT/popmap1_LC_location/populations.snps.vcf'
Haplotypes will be written in VCF format to '05-Stacks_MT/popmap1_LC_location/populations.haps.vcf'
Polymorphic sites in GenePop format will be written to '05-Stacks_MT/popmap1_LC_location/populations.snps.genepop'
Polymorphic loci in GenePop format will be written to '05-Stacks_MT/popmap1_LC_location/populations.haps.genepop'
Polymorphic sites in Structure format will be written to '05-Stacks_MT/popmap1_LC_location/populations.structure'
Polymorphic loci in RADpainter/fineRADstructure format will be written to '05-Stacks_MT/popmap1_LC_location/populations.haps.radpainter'
Polymorphic sites in PLINK format will be written to '05-Stacks_MT/popmap1_LC_location/populations.plink.ped'
Fixed difference sites in Phylip format will be written to '05-Stacks_MT/popmap1_LC_location/populations.fixed.phylip'
   Individual sites written will be logged to '05-Stacks_MT/popmap1_LC_location/populations.fixed.phylip.log'
Polymorphic sites in Phylip format will be written to '05-Stacks_MT/popmap1_LC_location/populations.var.phylip'
   Individual sites written will be logged to '05-Stacks_MT/popmap1_LC_location/populations.var.phylip.log'
Genotyping markers will be written to '05-Stacks_MT/popmap1_LC_location/populations.markers.tsv'
Raw Genotypes/Haplotypes will be written to '05-Stacks_MT/popmap1_LC_location/populations.haplotypes.tsv'
Population-level summary statistics will be written to '05-Stacks_MT/popmap1_LC_location/populations.sumstats.tsv'
Population-level haplotype summary statistics will be written to '05-Stacks_MT/popmap1_LC_location/populations.hapstats.tsv'

Processing data in batches:
  * load a batch of catalog loci and apply filters
  * compute SNP- and haplotype-wise per-population statistics
  * compute SNP- and haplotype-wise deviation from HWE
  * compute F-statistics
  * smooth per-population statistics
  * smooth F-statistics
  * write the above statistics in the output files
  * export the genotypes/haplotypes in specified format(s)
More details in '05-Stacks_MT/popmap1_LC_location/populations.log.distribs'.
Now processing...
1000|11|511 
10001|14|457 
10005|22|435 
10007|11|391 
10009|19|445 
10010|11|541 
10012|14|405 
10015|17|481 
10017|13|424 
10019|11|449 
10027|12|441 
10033|16|443 
10037|8|481 
10039|8|339 
10041|17|546 
10047|11|450 
1005|11|507 
10051|15|427 
10054|8|472 
10057|10|395 
10060|11|425 
10063|11|447 
10069|11|393 
10074|8|356 
10078|29|508 
1008|27|490 
10081|18|457 
10085|14|436 
10087|13|504 
10089|12|320 
10094|22|488 
10097|15|493 
10099|22|456 
10101|15|426 
10103|12|457 
10107|10|440 
10110|14|548 
10112|19|405 
1012|13|463 
10123|11|472 
10127|18|464 
10129|8|396 
10130|12|455 
10133|10|367 
10137|19|499 
10138|13|477 
10140|14|516 
10143|14|475 
10147|11|456 
10149|15|458 
10150|8|407 
10152|21|494 
10157|19|376 
10159|11|393 
10162|8|466 
10165|14|472 
10169|9|425 
10176|23|496 
10179|13|417 
10182|15|444 
10185|14|485 
10189|13|533 
10190|8|480 
10196|16|466 
10200|10|531 
10202|12|374 
10204|18|507 
10206|12|462 
10209|16|410 
10211|12|444 
10213|16|458 
10215|14|399 
10218|15|432 
10220|28|403 
10222|18|453 
10224|14|446 
10226|8|399 
10231|9|415 
10234|19|445 
10239|27|474 
10240|10|368 
10242|9|326 
10246|13|382 
1025|25|497 
10251|14|420 
10253|13|478 
10256|23|399 
10258|13|389 
10261|16|424 
10264|9|487 
10268|12|497 
10270|9|425 
10273|19|397 
10275|16|412 
10277|13|538 
10281|12|365 
10283|8|381 
10285|14|455 
1029|13|485 
10292|23|508 
10295|9|373 
10298|18|457 
10301|8|460 
10304|17|390 
10308|14|504 
1031|21|553 
10311|11|482 
10314|18|507 
10322|14|490 
10324|27|455 
10327|19|471 
1033|12|481 
10331|20|502 
10334|18|557 
10336|10|425 
10338|12|409 
10341|21|507 
10344|13|396 
10347|10|439 
10349|10|317 
10352|17|410 
10354|22|546 
10356|11|346 
1036|8|431 
10362|13|493 
10367|14|538 
10369|8|312 
10371|15|410 
10374|9|455 
10376|15|397 
10378|11|357 
10382|9|415 
10386|14|448 
10389|11|420 
10390|8|439 
10395|15|478 
10400|15|467 
10405|10|456 
10407|14|440 
10409|11|415 
10412|16|515 
10415|14|432 
10418|19|399 
10420|17|434 
10425|16|461 
10427|12|486 
10430|13|501 
10432|20|447 
10436|9|460 
10438|11|473 
10444|26|489 
10446|9|354 
10448|14|421 
10450|17|467 
10453|19|515 
10455|12|490 
10457|10|281 
10459|14|499 
10460|15|420 
10463|10|414 
10465|18|498 
10467|17|470 
1047|9|414 
10471|15|469 
10475|12|496 
10478|10|389 
10481|13|442 
10483|10|431 
10487|16|448 
10489|14|474 
10492|11|539 
10494|18|418 
10497|13|464 
10499|9|438 
10501|9|454 
10504|19|489 
10507|16|414 
10509|13|464 
10513|14|454 
10516|9|445 
1052|11|495 
10522|17|459 
10527|17|381 
10529|13|557 
10531|14|452 
10535|16|554 
10537|12|472 
1054|19|425 
10547|8|476 
10550|11|417 
10553|14|517 
10555|16|440 
10558|16|380 
10562|8|502 
10565|24|354 
10567|9|452 
10571|9|453 
10574|9|454 
10578|17|458 
10580|15|453 
10582|15|536 
10588|13|497 
1059|11|428 
10596|23|460 
10599|10|517 
10600|19|513 
10603|13|542 
10606|28|531 
10610|17|463 
10615|11|372 
10617|10|417 
10620|18|509 
10625|9|457 
10627|10|477 
10629|23|482 
10631|11|323 
10633|11|527 
10636|17|399 
10639|16|403 
10641|11|436 
10646|13|350 
10649|14|362 
10650|10|354 
10652|14|453 
10657|13|470 
1066|16|526 
10662|9|474 
10664|36|458 
10666|9|427 
10670|17|523 
10673|10|479 
10675|9|375 
10677|12|484 
1068|22|404 
10682|12|508 
10685|16|467 
10687|14|465 
10692|10|424 
10694|11|430 
10696|8|464 
10699|21|479 
1070|10|428 
10701|15|469 
10705|8|440 
1071|13|470 
10711|17|487 
10716|15|513 
10718|14|466 
1072|13|401 
10724|16|427 
10729|25|502 
10733|11|492 
10735|16|429 
1074|22|464 
10744|8|387 
10746|11|489 
10750|17|436 
10752|18|497 
10755|11|470 
10758|13|454 
10760|20|441 
10762|11|458 
10764|10|340 
10769|11|464 
10770|15|484 
10772|12|456 
10774|14|432 
10776|18|470 
1078|14|521 
10781|23|436 
10784|16|477 
10787|10|393 
10789|11|469 
10790|21|576 
10792|19|452 
10794|18|468 
10797|11|375 
10800|10|455 
10803|22|356 
10808|14|391 
10812|13|527 
10814|22|525 
10818|27|445 
10820|12|372 
10822|12|446 
10826|15|418 
1083|11|402 
10831|15|455 
10838|13|418 
10840|17|455 
10842|17|470 
10846|13|424 
10851|18|444 
10855|11|356 
10857|18|451 
10861|10|441 
10864|31|507 
1087|14|393 
10872|20|433 
10874|13|412 
10876|13|405 
10882|10|434 
10888|24|502 
10890|15|497 
10895|11|404 
10899|11|319 
1090|14|364 
10902|17|463 
10904|17|372 
10909|14|343 
10912|27|480 
10915|12|422 
10919|11|393 
10920|9|459 
10926|15|329 
10928|13|479 
1093|23|581 
10931|15|373 
10941|9|459 
10945|11|485 
10947|14|479 
1095|9|459 
10951|9|391 
10957|12|352 
1096|19|562 
10961|21|520 
10963|15|499 
10967|13|379 
10969|12|420 
10970|14|521 
10972|12|428 
10978|22|486 
10980|8|442 
10982|9|489 
10984|23|439 
10986|28|498 
10989|8|385 
10990|8|387 
10993|19|484 
10997|14|394 
110|28|442 
11000|12|445 
11003|12|435 
11005|11|389 
11008|10|392 
11012|17|504 
11014|15|449 
11017|11|422 
1102|12|406 
11022|9|474 
11025|11|349 
11030|18|527 
11032|11|482 
11034|25|521 
11037|14|442 
1104|20|464 
11041|16|408 
11046|13|380 
11048|13|460 
11052|18|427 
11054|13|423 
11057|14|337 
11059|11|438 
11062|18|406 
11064|14|462 
11067|14|416 
11069|20|520 
11073|11|470 
11075|23|429 
1108|8|512 
11081|18|388 
11083|9|347 
11086|18|435 
11089|14|364 
11093|23|439 
11099|15|479 
11105|23|477 
11108|16|538 
1111|31|496 
11111|21|454 
11116|10|537 
11121|16|393 
11124|16|446 
11128|13|514 
1113|17|320 
11134|14|532 
11136|9|503 
11139|12|438 
11141|12|423 
11147|13|498 
1115|21|519 
11152|21|410 
11154|11|450 
11156|16|528 
11159|12|486 
11160|9|419 
11163|15|447 
11166|13|377 
11168|10|401 
11170|13|518 
11173|12|425 
11176|11|378 
11181|12|433 
11184|21|430 
11186|12|375 
11188|21|427 
11190|10|446 
11193|14|523 
11196|10|475 
11199|13|444 
11201|13|462 
11203|15|438 
11205|22|469 
11207|11|442 
11209|11|526 
11211|11|431 
11213|27|429 
11216|19|434 
11218|18|523 
11224|15|401 
11226|13|466 
11228|16|486 
11230|12|415 
11232|15|515 
11234|10|419 
11236|13|438 
11240|12|522 
11244|12|401 
11247|16|522 
11249|13|497 
11255|14|379 
11258|10|380 
11261|28|519 
11263|12|419 
11268|15|446 
11270|14|399 
11276|15|546 
11281|10|410 
11285|14|513 
11288|14|455 
11291|13|468 
11293|14|380 
11296|14|404 
11299|10|408 
1130|18|378 
11303|8|442 
11307|18|440 
11309|10|420 
11312|12|505 
11317|11|493 
11323|16|464 
11326|13|367 
11328|19|484 
1133|15|471 
11332|16|453 
11336|12|434 
11338|10|452 
11340|22|508 
11342|11|455 
11345|12|489 
11349|16|502 
11351|19|548 
11353|15|474 
11355|18|458 
11358|15|492 
1136|11|398 
11361|12|476 
11364|14|464 
11366|16|488 
11369|10|561 
11371|11|346 
11373|10|479 
11376|9|329 
11378|25|563 
1138|8|436 
11384|9|486 
11387|34|457 
11389|25|450 
11392|12|439 
11395|9|442 
11398|11|479 
11400|14|471 
11404|10|504 
11406|13|408 
11409|16|494 
11410|11|398 
11413|16|465 
11417|11|460 
11419|10|396 
11423|8|373 
11426|19|467 
11428|11|491 
11430|18|494 
11433|11|546 
11435|9|402 
1144|11|464 
11441|12|417 
11446|12|455 
11449|14|506 
11451|13|523 
11455|24|496 
1146|21|525 
11462|12|464 
11465|13|404 
11469|14|412 
11471|16|391 
11473|20|435 
11477|9|383 
11481|20|498 
11483|17|382 
11488|8|502 
1149|14|452 
11491|16|414 
11493|19|508 
11495|15|506 
11499|20|439 
1150|15|476 
11502|18|478 
11506|18|440 
11510|9|401 
11513|15|568 
11516|14|431 
11518|20|499 
11520|12|449 
11523|11|399 
11525|13|493 
11533|10|352 
11539|15|421 
11541|45|502 
11544|12|427 
11547|13|433 
11549|13|454 
11551|11|493 
11553|17|469 
11556|9|362 
11559|19|427 
11561|13|399 
11568|14|387 
1157|13|448 
11573|19|477 
11577|9|394 
11580|10|450 
11582|16|470 
1159|14|489 
11592|17|449 
11596|12|567 
11599|14|535 
11606|8|375 
11609|18|510 
11611|18|534 
11614|15|486 
11622|13|417 
11625|20|458 
11628|11|428 
11630|13|469 
11634|10|382 
11636|32|493 
11639|11|433 
11640|21|547 
11643|28|467 
11646|12|348 
11649|12|480 
11650|14|435 
11653|16|455 
11656|9|421 
11661|12|445 
11665|14|430 
11670|15|510 
11672|11|329 
11674|11|499 
11683|16|428 
11685|8|390 
11687|12|393 
11691|8|385 
11697|12|340 
11699|24|414 
1170|13|407 
11703|16|467 
11705|12|427 
11708|31|488 
11710|13|446 
11712|14|433 
11715|10|378 
11717|11|237 
11721|11|546 
11725|8|490 
11727|12|469 
11729|10|455 
11730|12|486 
11732|11|419 
11735|24|444 
11737|20|398 
11739|13|516 
11740|14|490 
11743|21|430 
11745|11|498 
11748|15|464 
11753|16|433 
11758|29|431 
11761|30|456 
11765|10|413 
11767|13|405 
11769|8|458 
11770|14|385 
11775|13|439 
11778|19|422 
1178|11|327 
11783|14|439 
11788|14|533 
11791|11|485 
11793|10|526 
11799|12|461 
11801|13|354 
11806|13|431 
11810|12|359 
11812|12|491 
11817|9|488 
11820|13|492 
11823|16|465 
11825|10|447 
11828|14|402 
11830|18|396 
11832|17|466 
11838|16|472 
11841|14|392 
11845|9|493 
11847|13|405 
11852|17|491 
11854|8|484 
11856|13|423 
11858|12|455 
11862|14|463 
11864|12|465 
11866|8|415 
11871|28|469 
11874|9|459 
11885|21|505 
11887|9|360 
11889|16|506 
11891|13|469 
11893|17|557 
11898|14|431 
11902|22|479 
11904|8|427 
11907|14|435 
11911|13|481 
11915|16|442 
11917|10|457 
11919|9|463 
11922|41|518 
11924|11|345 
11927|13|451 
11929|10|385 
11934|18|484 
11938|12|436 
11941|15|514 
11943|11|545 
11945|11|410 
11948|13|490 
11951|12|438 
11953|12|450 
11956|32|433 
11959|15|495 
11966|10|496 
11968|16|368 
11970|27|554 
11971|24|472 
11973|8|424 
11976|9|462 
11979|12|432 
11980|18|471 
11985|18|502 
11987|18|434 
11989|15|477 
11993|10|422 
11999|19|464 
120|11|433 
12001|12|490 
12003|9|322 
12008|12|445 
12010|14|500 
12012|14|451 
12016|16|513 
12020|28|460 
12023|17|434 
12025|25|438 
12029|13|394 
12031|12|539 
12034|14|437 
12037|15|459 
12042|8|502 
12044|12|464 
12047|14|408 
12049|15|422 
12053|10|401 
12055|13|372 
12058|10|432 
1206|19|496 
12061|34|452 
12067|10|490 
12069|10|454 
12070|15|516 
12076|8|490 
12079|14|463 
12081|24|502 
12085|19|465 
12088|21|479 
12091|13|458 
12095|15|445 
12097|12|445 
12100|12|427 
12103|13|480 
12106|18|451 
12108|15|474 
12110|13|421 
12113|20|427 
12115|10|307 
12117|13|373 
12122|10|528 
